Folder,Folder Title,Identifier ,City/Town ,Survey Title,Document Form / Genre,Date,Date Statement,Date Year,Surveyor,Publisher,Property Owner,Neighbors,Scale,Latitude,Longitude,Streets,Notes,Background Notes,Related Registry Documents,No. of Sheets,Panels / Pieces,Sides,Dimensions (in.),Material Type,Condition Notes,Extent,,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-042-B,"Canton, MA",[Untitled],Survey,,Not Dated,,[Robert B. Bellamy],,,,1 in = 40 ft ,42.156038,-71.145192,Ames Avenue,Preliminary sketch showing outline of lot abutting a curved retaining wall and the Stoughton Branch R.R.,May be the basis of surveys that Bellamy completed in the 1940s for Isabella Grimes.,Norfolk Bk/Pg: D2500-181 (Plan #1944-295),1,,2,21 x 16,Manila paper,Frayed edges.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-043,"Canton, MA",Downes Estate 1899 Copy,Survey,1899-01-01,1/1/1899,1899,[Frederic Endicott],,"George Downes Estate, William Morse  ","Walter H. Long, Heirs of Thankful W. Everett; Devisees of Edwin Wentworth, Roach; William W. Brooks; Charlotte A. Anderson",1 in= 100 ft,42.15014189,-71.12542522,Pleasant Street; Beaver Brook.,"Drawing incorporated into the 1900 Plan of the Farm of Caroline T. Downes, which in turn was used in a 1907 plan ""Plans of Four Parcels of Land in Canton owned by Mrs. Amelia C. Gardiner.""","Per registry, base survey derived from 1868 deed plan re transaction between Morse and Downes. Downes estate donated funding for Canton Public Library.",Norfolk Bk/Pg: 46-2162  (Plan #:1907-2162),1,,1,22 x 17,Kraft,Ink smudges or marks.,"1 sheet, 22 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-044-A,"Canton, MA",[Untitled - Edwin C. Lewis; formerly James E. Sumner to Charles E. French],Survey,,Not Dated,,[Frederic Endicott],,Edwin C. Lewis,,1 in = 200 ft,42.195801,-71.141486,Elm Street (formerly Back Street) at Pecunit Street.,"Lot plan with many preliminary dimensions; some given in rods.  Note says Filed Page, over for Helen N. Cabot formerly Adam MacIntosh.",See plan of Endicott's dated January 1873 [Canton-019],Norfolk D0435-89  Plan #:1991-338,1,,2,26 x 20,Kraft paper,Frayed/torn edges.,"1 sheet, 26 x 20",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-044-B,"Canton, MA","Plan of the Estate of Adam Macintosh in Canton, MA containing 155 50/100 acres",Survey,1866-02-15,02/15/1866,1866,Frederic Endicott,,Estate of Adam Mackintosh,Hunt Tucker; Perry; Cotter; Wentworth; Frnehc; Heirs of Isaac Davenport; Heirs of Gideon Mackintosh; John Gerald,1 in = 200 ft,42.194366,-71.11893,,Lots backing onto Neponset River. Note on other side says Over for Helen C. Cabot formerly Adam MacIntosh.,The Cabots were a prominent Boston family whose farmstead Cherry Hill Farm was left to the Trustees of Reservations as the Bradley Estate.,,1,,2,26 x 20,Kraft paper,Frayed/torn edges.,"1 sheet, 26 x 20",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-045,"Canton, MA",Approximate Plan of Broad Estate,Survey,,Not Dated,,Frederic Endicott,,Broad Estate; Otis & Marie Broad,,1 in= 100 ft,42.19684071,-71.12065601,Green Lodge Street; Washington Street,"Preliminary drawing showing nine lots. Note indicates Division Lines, Wash. St. Lines (sp?) and Green Street.  Compiled from various Broad surveys done by others and Telephone Survey.   Notation says ""See another plan for more accurate plan of Washington Street line."" Contains table of measurements with totals.","Per Norfolk Registry, J. Otis Broad entered bankruptcy and assigned assets to Thomas E. Grover. Based on various registry documents, drawing probably done in early 1880s. Location inferred from Registry Docs and 1876 Norfolk County Map showing O. Broad property at Green Lodge Street.",,1,,1,26 x 19,Kraft paper,Backed. Frayed edges.,"1 sheet, 26 x 19",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-046-A,"Canton, MA",This is a plan of land belonging to the heirs Hannah Baker in the Puffer Estate.,Survey,,Not Dated,,Frederic Endicott,,Hannah Baker.,"Bronsdon, Farringdon, N. French heirs, John Wentworth heirs, R.C. Wood, J. P. Reed, Abel Wentworth, May Farrington, Elijah Baker, and others.",,,,,"Contains two plans of multiple lots at different scales.  Includes table of measurements. Notation: ""One indicates abuts Randolph line; site may be at Canton/Randolph border near Ponkapoag Pond."" Note says ""original in possession of Charles Breck Miller. A true copy. F. Endicott.""    ","A Hannah Puffer Baker, married to Elijah came from a Colonial family and lived in Stoughton and Sharon, MA; died c. 1806. Registry has partition judgment filed 12/21/1818.",Norfolk Deed Bk/Pg: 58-408,1,,2,19 x 17,Kraft paper,,"1 sheet, 19 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-046-B,,[Untitled],Survey,,,,[Frederic Endicott],,,,,,,,Rough sketch showing outline of 16 acre property.  Notes for Henry M. Leeds and for [sp?] House Wissac Pond.  ,"Norfolk Registry has multiple transactions for Henry M. Leeds, primarily in Milton.",,1,,2,19 x 17,Kraft paper,,"1 sheet, 19 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-047-A,"Canton, MA",Winthrop Blackman Estate,Survey,,Not Dated,,[Frederic Endicott],,Winthrop Blackman ,Edward Cotter,1 in = 132 ft,42.181519,-71.1274768,Washington Street,Lot plan.,"Winthrop Blackman died in 1878 per History of the Town of Canton; had real estate transactions with George Downes (see other surveys). Per registry, Endicott filed a plan for his estate in 1879; Endicott's plan is referenced in deed of transfer to George Leonard and Nathaniel White.  1879 Norfolk Atlas shows Blackman's estate along Taunton Road (now Washington Street).",Norfolk Bk/Pg: D0509-269 (Plan #1919-4476),1,,2,20 x 17,Kraft paper,,"1 sheet, 20 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-047-B,"Canton, MA",[Untitled],Survey,,,,,,,William Shaller,,42.20176899,-71.13447617,,"Plan of lot showing new road pointing to Dedham, with lane, old house, ditch, trees, and outline of William Shaller's house.","Per 1886 Norfolk Atlas, William Shaller lived near Green Lodge Street, near site of other Endicott surveys.",,1,,2,20 x 17,Kraft paper,,"1 sheet, 20 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-048-A,"Canton, MA","[A Plan of a piece of land in Canton belonging to the heirs of Mrs. Clarissa Bright, surveyed and divided Jan. 1878, Copied May, 1895 by Frederic Endicott.]",,1878,1878,1878,Frederic Endicott,,Sarah Addre Bright; Alonzo Bright; Maria Tinkham (sold to W.  Horace Bright); W. Horace Bright; Samuel Bright.,James Draper; Hrs. of F.W. Tucker; Chloe Fuller; Lewis Day.,1 in = 80 ft,42.1704415,-71.1432561,Chapman (formerly Railroad); Washington Streets.,"Draft for filed plan. ""A Plan of a piece of land in Canton belonging to the heirs of Mrs. Clarissa Bright, surveyed and divided Jan. 1878, Copied May, 1895 by Frederic Endicott.""",The Brights had [historic homestead] lots at 62 and 76 Chapman; Tucker at 1196 Washington.,Norfolk Bk/Pg: D0737-8  (Plan #:1946-595),1,,2,20 x 14,Manila paper,,"1 sheet, 20 x 14",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-048-B,"Brockton, MA",Plan of three house lots in Brockton belonging to the estate of Horace Guild[?] of Canton,Survey,1877-03-29,3/29/1877,1877,Frederic Endicott,,Horace Guild[?],,1 in = 40 ft,42.08892713,-71.04669539,,"Draft showing three lots on Pleasant Street, with notations. Sheet contains crossed out draft that says ""see other plan.""  ""A Plan of Lots 199, 200, 202, 202, & 157 in the Canton and Sharon Park Plat surveyed for Mr. Thomas Leonagan[sp?] May 11 1876 by Frederic Endicott. Scale: 10 ft to one inch.""",Property abuts Pleasant Street and [Nancy F.] Thayer homestead near what is now West Street. Several transactions between Guild and Thayer are recorded in the Plymouth Registry. Guild was  landowner and selectman in Canton.  ,,1,,2,20 x 14,Manila paper,,"1 sheet, 20 x 14",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-049-A,"Canton, MA",[Untitled],Survey,1886,1886,1886,[Frederic Endicott],,Louis Blanc; Eureka Silk Factory; Ulman,,1 in = 40 ft,42.15195503,-71.14790321,Rockland Street,"Preliminary plan of 2 lots with buildings on Rockland Street. 1932 Note by R.B.B.: ""This tract is now Ulman""","Endicott filed a 1920 survey related to land exchange between Blanc and Asbestos Protected Metal Company  (D1145-479) Eureka Silk Mill was at 27 Rockland (see Sanborn maps for 1891). In 1932, Bellamy did survey D1953-569 for Ulman; abutter was Eureka Silk Factory.  In early 1900s, Blanc did many sales to the Asbestos Protected Metal Company.",Norfolk Plan D1145-479; D1953-569 (Plan #:1932-38),1,,2,22 x 17,Kraft paper,Frayed edges.,"1 sheet, 22 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-049-B,"Canton, MA",Plan of F.W. Bird's Lots,,1886-05-01,05/01/1886,1886,,,F.W. Bird,John Connell.,1 in = 80 ft,42.17370485,-71.13460007,,"Very schematic lot plan, primarily measurements.","F.W. Bird & Son ran a paper mill in Canton and Walpole, now part of Hollingsworth & Vose.",,1,,2,22 x 17,Kraft paper,Frayed/torn edges.  Burn or ink marks.,"1 sheet, 22 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-050-A,"Canton, MA",Land of Thomas Leddy [sp?] / Plan of a tract of land in Canton surveyed for Mrs. Ann Hammond.,Survey,1880-04-01,4/1/1880,1880,Frederic Endicott,,"Ann Hammond, Thomas Leddy",,1 in = 40 ft,42.16116518,-71.14438396,,"Includes lots abutting a proposed 30' wide street.  First sketch indicates near Railroad and pond. Second lightly drawn sketch shows multiple lots abutting Chestnut, Devonshire, and Elmwood Streets.","According to Norfolk Atlas, T. Leddy had land near Railroad Avenue (now Neponset) and Factory Pond. One Mary Hammond owned land nearby on Plymouth Street and Bellamy did plan LC#6869A (LC Certificate #3915) dtd. 3/30/1918  She and her husband, George, lived on Neponset Street per 1910 Census.",,1,,2,30 x 15,Kraft paper,Edges torn or possibly burned. ,"1 sheet, 30 x 15",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-050-B,"Canton, MA",[Three lots merely sketched],,,,,Frederic Endicott,,,,,,,,Preliminary lot plans.,,,1,,2,30 x 15,Kraft paper,Edges torn or possibly burned. ,"1 sheet, 30 x 15",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-051-A,"Canton, MA",[Untitled],Survey,,Not Dated,,[Frederic Endicott],,"[Billings, Odea]",,1 in = 10 ft,,,,Preliminary drawing. Note indicates along Washington Street. ,"The Billings family owned a noteworthy tavern in Canton and land on Washington Street. Per registry, a transaction occurred between O'Dea and Billings c. 1879 (508-156)",,1,,2,20 x 13,Kraft paper,,"1 sheet, 20 x 13",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-051-B,"Canton, MA",[Messinger ?sp; Fanny Draper to W. S. Patten; Exchange O'Dea & Wm Billings],Survey,,,,Frederic Endicott,,"Fanny Draper, William S. Pattee; O'Dea, William Billings",,1 in=  64 ft,42.15015,-71.149266,Walnut Street.,Minimal sketch of lot along Walnut Street.,"1888 Norfolk County Atlas shows Messinger owned land on Walnut. Per registry of deeds, Draper sold property to Pattee in 1873; Billings and Michael Odea exchanged land in 1878",,1,,2,20 x 13,Kraft paper,,"1 sheet, 20 x 13",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-052-A,"Canton, MA",Plan of a piece of land in Canton containing 13 acres 2 2 quarters 31 rods surveyed for Mr W H Harywill;  Plan of Mr. Isaac Horton's land on a scale of 10 rods to one inch.,Survey,1878-02-29,2/29/1878,1878,Frederic Endicott,,Isaac Horton; H Harywell (sp?),,1 in = 80 ft,42.19235603,-71.11770674,Washington Street.,"Two preliminary surveys of lots, including pasture. The Horton plan is dated 11/03/1830 and attributed to Joseph Hodges, surveyor.  Appears to be a ""true copy"" by Endicott.","Horton did transactions with many other surveyed clients, Isaac Horton had land at Turnpike between Washington and Green Streets.",,1,,2,20 x 18,Kraft paper,Taped,"1 sheet, 20 x 18",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-052-B,"Canton, MA","A plan of a lot of Meadow Land situated in the fowl meadows in Canton belonging to Messrs. Jonathan Call, Abner Drake, and Jesse Pierce [?] containing eleven acres and thirty-eight rods.",,1827-06-23,6/23/1827,1827,Elijah Atherton; Frederic Endicott,,"Jonathan Cobb, Abner Drake, Jesse Pierce, Jeremiah Fuller, et al.  H. French, E. Wheeler",,1 in = 4 chains (264 ft),42.191588,-71.157021,,Survey showing 3 lots; shown twice.  One edge contains an extension of the plan (9.5 x 7). Note by Bellamy indicates plans are the same but location unknown.,"Norfolk registry shows numerous transactions done for Henry Pierce, whose estate had significant acreage near Dedham border.",Norfolk Deed Bk/Pg: 417-289,1,,2,20 x 18,Kraft paper,Taped,"1 sheet, 20 x 18",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-053-A,"Canton, MA","Plan of a piece of land in Canton containing 624,270 square feet and belonging to Mr. William S. Pattee.",Survey,1873-10-09,10/9/1873,1873,Frederic Endicott,,William F. Pattee,"Farrington, McIntrye, Joseph Meadows, Poor Farm",1 in = 64 ft,42.15761,-71.131333,Depot Street; Pleasant Street,"Preliminary plan showing multiple lots, including 6 numbered lots, at intersection of Depot (now Sherman) and Pleasant Streets.  Shows proposed street.",https://www.thecantoncitizen.com/2018/03/16/true-tales-alms-house/,Norfolk Plan #51-2411,1,,2,22 x 17,Kraft paper,,"1 sheet, 22 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-053-B,,[Untitled],,,,,,,,,,,,,Loose sketch of unlabeled layout. 4 large pentagons containing flowers.,,,1,,2,22 x 17,Kraft paper,,"1 sheet, 22 x 17",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-054,"Canton, MA",Plan of a piece of land in Canton belonging to Mr. Geo. Billings,Survey,1862-04-03,04/03/1862,1862,Frederic Endicott,,George Billings,,1 in = 8 rods (132 ft),42.187441,-71.147816,Back Street; Dedham Street,"Very formal drawing showing 26 acre lot.  Backed on canvas.  Intersection of Dedham and Back Street (now Elm Street, probably No. 2 Elm).  The Billings were prominent Canton family.",,,1,,1,17 x 16,Kraft on linen backing,Backed. Frayed edges.,"1 sheet, 17 x 16",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-055-A,"Canton, MA",[Sketch of Lots at Washington Street and High Streets],Survey,1874,1874,1874,Frederic Endicott,,"Sumner Tucker, Jr. ", William McKendry; David Spaulding.  Chas. A Drake. Thomas J. Johnson. Patrick Carr. Thomas Daniels. Rebecca Wentworth.,1 in = 50 ft,42.148239,-71.150878,,"Preliminary drawing. Note indicates at least part of plan enlarged from 100 ft = 1 in. Abuts Washington Street and High Street.  Various lots, may be been transcribed from other surveys.",,,1,,2,20 x 14,Kraft paper,,"1 sheet,,approx. 21 x 14 in.",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-055-B,"Canton, MA",Plan of Land in Canton belonging to Mr. [?] R. Smith,Survey,1874-06-18,06/18/1874,1874,Frederic Endicott,,R. Smith ," Avery S. Briggs, George Thayer, Alfred Rollasin, John S. Wattles",1 in = 30 ft ,,,,"Two sub-surveys, one abuts Railroad (now Chapman) and Jackson Streets near Canton Junction. Wattles owned Elastic Coors. Factory.  See Norfolk Plan # D0625-48: A plan of land purchased by Joseph W. Wattles Jr., dtd. 1889.",,,1,,2,20 x 14,Kraft paper,,"1 sheet,,approx. 21 x 14 in.",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-056-A,"Canton, MA",A plan of a piece of land owned by Mr. Elisha White of Canton,,1857-03-01,03/01/1857,1857,Frederic Endicott,,Elisha White,"Billings, Chamberlain, Downes, Fisher, Benj. Lewis, Lyman,  Boston & Providence R.R.",1 in = 10 rods (165 ft),42.168832,-71.166761,,Survey. Norfolk registry lists multiple transactions involving Elijah White during the 1850s.,,,1,,2, 27 x 19,Kraft paper,,"1 sheet, 27 x 19",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-056-B,"Randolph, MA",Plan of eight lots of land in Randolph belonging to Henry L. Pierce.,Survey,1873-05-01,5/1/1873,1873,[Frederic Endicott],,Henry L. Pierce,"Eldgridge, Horton, Hunt, Perry, Pierce, Tucker,Willett,",1 in = 8 rods (132 ft) ,42.192999,-71.084681,Land fronts Punkapog Pond and Canton.  ,"Subtitle says: The seven easterly lots contain to high water mark about 61 3/8 acres.  The easterly line of the George B. Hunt was not surveyed.  The mounds except where stated to be otherwise are heaps of stones.""  ","See other surveys related to Pierce. Per Wikipedia, Pierce was a U.S. House of Rep, Boston Mayor and worked at Baker Chocolate Company, the first U.S. chocolate company. See also https://www.jstor.org/stable/25079804  Location may actually be in Canton; 1888 Norfolk Atlas shows that Pierce had land on Turnpike Street, abutting properties of Hunt and others indicated on plan.  Property known as Redman Farm and considered exceptionally fine; extended through much of Pankipoag to Randolph.  Norfolk Registry contains multiple documents related to transactions between Pierce and others in these towns.  (https://catalog.hathitrust.org/Record/010028494/).",Norfolk Bk/Pg: 63-3011  (Plan #:1912-3011); D0555-634 (Plan #:1919-4336),1,,2, 27 x 19,Kraft paper,,"1 sheet, 27 x 19",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-057,"Canton, MA","Plan of Road in the Town of Canton, Norfolk County, Altered and laid out as a State Highway by the Department of of Public Works.",Survey,1930-04-01,4/1/1930,1930,Canton Department of Public Works,,Town of Canton.  ,"Joseph Shaw, Talbot Aldrich, Annie F. Crowell, Marion T. Shephard, Harriet E. Cobb, Mass. District Commission.",1 in = 40 ft,42.190596,-71.11783,Washington & Turnpike Streets,"Road layout. Notes indicate one of two sheets. Title block states: ""this certifies that the location of the highway has been altered as shown on this plan and that said highway as altered was laid out and taken charge of as a State Highway by the Department of Public Works on April 1, 1930 in accordance with Chapter 81 of the General Laws, as amended.""
","See Canton-026 and Canton-027. Extent includes Sassamon, Washington Street, Turnpike, and Ponkapoag Brook. Appears to abut what is now Neposet Watershed and Route 138.  See surveys done for abutters shown on plan.",,1,,1, 36 x 16,Blueprint,Holes on edge indicate set had once been bound together. ,"1 sheet, blueprint, 36 x 16",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-058,"Canton, MA",Plan of Proposed Grading of the Revere School Lot.,Survey,1914-01-01,1/1/1914,1914,Frederic Endicott,,"Revere School, Canton",,1 in = 10 ft,42.162828,-71.15624195,Chapman and Jackson Streets,"Plan shows grade at building and platform overlaid by a 20 x 20 foot scaled grid. Note says"" Large figures show proposed elevation grade. Small figures show original grade of land when taken.""  ", The school was rebuilt in 1914. In 1913 Endicott filed lot plan as proposed plan for the new school. https://cantonmahistorical.pbworks.com/w/page/35230454/Revere%20School  ,Norfolk Bk/Pg: D1248-381 (Plan #:1963-141),1,,1, 41 x 28,Blueprint,Frayed and torn edges. Water damage.,"1 sheet, blueprint, 42 x 51",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-059-A,"Canton, MA",[Plan of Proposed Grading of the Revere School Lot].,Survey,1914-01-01,1/1/1914,1914,Frederic Endicott,,"Revere School, Canton",,1 in = 10 ft,42.162828,-71.15624195,Chapman and Jackson Streets,Preliminary drawing for Canton-058. ,https://www.thecantoncitizen.com/2018/06/23/true-tales-revere-school/,,1,,2, 40 x 28,Kraft paper,,1 sheet,,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-059-B,,[Untitled],,,,,,,,,,,,,Plan showing two lots with dimensions and calculations.,,,1,,2, 40 x 28,Kraft paper,,1 sheet,,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-060,"Canton, MA",Springdale = O'Riorden Tract,Survey,1890,Not Dated,1890,Patrick O'Riorden,,,,1 in= 100 ft,42.146934,-71.128783,Pine Street; Canton/Stoughton line,Lot plan.,"Springdale is now a section of Canton.  Property borders Pine Street and railroad line near Stoughton Town boundary. See Norfolk Plan #D0635-453, filed by Endicott and possibly for which this draft was done and deed #635-453 to Old Colony Railroad.",,1,,1,40 x 31,Kraft paper,Backed. Waterstained. Taped and frayed edges.,"1 sheet, on backing, 40 x 31",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-061-A,"Canton, MA",Plans of H. Everett Beal Estate - Florence W. Beal Executrix,Survey,1928-05-21,5/21/1928,1928,Robert B. Bellamy,,H. Everett Beal,Mrs. Beal; Danovitch,1 in = 20 ft,42.148144,-71.155223,Tolman Street; High Street.  ,"Preliminary sketch for plan of proposed subdivision into 13 lots, with building footprint. Notation says: ""see Note Book No. 24, Page [blank], Computing Book No. 31, Page 22-23."" ",Filed by Tolman Realty Trust. Endicott had done a plan in 1907: D1689-59,Norfolk Bk/Pg: :D1802-209  (Plan #:1928-623),1,,2,41 x 26,Kraft paper,Bad tear. Taped edge.,"1 sheet, kraft paper,approx. 41 x 26",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-061-B,"Canton, MA",[Dead Meadow & Proposed Pipeline],,1915-01-01,1/1/1915,1915,[Frederic Endicott],,,,,,,,"Preliminary sketch showing outline of ""Dead Meadow"" with connected pipeline.  ","Per 1895 Canton Annual Report (https://books.google.com/books?id=BJZT8X48tIYC), Endicott was involved in the planning of this ",,1,,2,41 x 26,Kraft paper,Bad tear. Taped edge.,"1 sheet, kraft paper,approx. 41 x 26",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-062-A,"Canton, MA",Raymond K. Dickie Lot,Survey,1939-07-10,7/10/1939,1939,Robert B. Bellamy,,Raymond K. Dickie.  ,"John G. Harrington, Elisha White, Ella E. White et al.",1 in = 20 ft,"42.16138206287722 
",-71.15710248, 645 Chapman and Neponset Street,"Schematic of two lots with extensive notes and dimensions, indicating much information taken from deeds. Shows Lot A to be conveyed to Henry Dickie; Lot B for Raymond Dickie."," Final version filed in registry shows blacksmith shop and gas station and abutters: Town of Canton, Ella E. White et al, Heirs of John G. Harrington. ",Norfolk D2240-109 (Plan #:1939-446),1,,2,36 x 19,Manila paper,Frayed and torn edges. Water damage.,"1 sheet, approx. 36 x 19",,,,,,,,,,,,,,,,,,,
6,Massachusetts - Canton - Folder 3,Severy_Canton-062-B,"Milton, MA","Canturbury Street, Cumming Highway & Hyde Park Avenue, MA / Austin Street, Milton",Survey,,,,,,,,1 in = 10 ft ,42.26254794,-71.0947102,Canturbury Street; Cummings Highway;  Hyde Park Avenue; Austin Street; Milton,Schematic drawing of Canturbury Street at Cummings Highway and Hyde Park Avenue and of property lot with house at 15 Austin Street.  ,,,1,,2,36 x 19,Manila paper,Frayed and torn edges.,"1 sheet, approx. 36 x 19",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-063,"Canton, MA","Grading, L.W. Sumner",Survey,1896-01-01,1/1/1896,1896,[Frederic Endicott],,"Sumner, Larra Wentworth",,1 in = 20 ft,42.170996,-71.137926,Chapman and adjacent lots.,"Lot plan showing building footprint and color-coded notations reflect various grade levels. Notation indicates ""amount of fill needed.""  ","Client may have been Larra Wentworth Sumner, lifelong Canton resident and president of Sumner & Goodwin, a ""domestic engineering"" firm (https://www.google.com/books/edition/Domestic_Engineering_and_the_Journal_of/xB_OAAAAMAAJ); did numerous real estate transactions in 1890s. 126 Chapman is on historic register.",,1,,1,14 x 13,Linen,Backed,"1 sheet, linen, 14 x 13,",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-064,"Canton, MA",Survey for Lexington Print Works,Survey,1901-01-01,1/1/1901,1901,[Frederik W. Endicott],,Lexington Print Works,,,42.146135,-71.128212,,Preliminary layout showing property boundaries.  Field notations indicate working from previous survey.,"May be related to court cases Lexington Print Works versus Canton, MA (https://cite.case.law/mass/171/414/) related to use of water resources at Beaver Brook.  See 1901 Sanborn map for Canton.",,1,,1,16 x 13,Kraft,Faded.,"1 sheet, approx. 16 x 13",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-065-A,"Canton, MA",Plan of Canton which was owned by the late Ezra R. Perkins [of Hyde Park] and his wife Eliza Perkins,Survey,1881-06-01,6/1/1881,1881,Frederic Endicott,,Ezra Perkins,"Include Jim Downes, J.J. French, Jesse Fenno, Weatherbee, White & Downes; Boston & Providence Railroad",1 in = 16 rods (264 ft),42.193322,-71.152348,Dedham,"Preliminary plan showing multiple parcels of land. Note says ""I judge this plan to be along B & P RR at Dedham Street & Neponset River West.""  ",,Norfolk  D0554-142 (Plan #:1996-826),1,,2,29 x 13,Kraft paper,Frayed and torn edges. Partially taped.,"1 sheet, 29 x 13",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-065-B,"Canton, MA",[Untitled],,1884,,[1884],[Frederic Endicott],,[John Howard],,1 in = 40 ft,42.15201169,-71.14612195,Howard Street at Mechanic Street; Massapoag Brook,"Untitled plan showing two lots, building footprint, road, and possibly bank of lake or river. ","Note says: ""Mr. Howard says that this was the orchard."" May be base for survey submitted to registry for land transfer between Eureka Silk Mills and John Howard.",Norfolk Bk/Pg: D0564-627  (Plan #:1924-758),1,,2,29 x 13,Kraft paper,Frayed and torn edges. Partially taped.,"1 sheet, 29 x 13",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-066,"Canton, MA","Plan of Portion of Land, 2572 Washington St, Ponkapoag",Survey,1935-07-03,7/3/1935,1935,,,,,1 in= 100 ft,42.2032338,-71.119374,,Lot on Washington Street in Ponkapoag section of Canton.,"Address now in the middle of Yankee Division Highway, may have abutted the Bradley Estate (owned by Trustee of Reservations). May relate to surveys that Bellamy did in mid-1930s of lots on Washington.",,1,,1, 14 x 13,Blueprint,Ammonia marks.,"1 sheet, blueprint, 14 x 13",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-067,"Canton, MA","Lynch's Land on Washington Street, Canton. Caffrey Lot.",Survey,1929-05-02,5/2/1929,1929,Robert B. Bellamy,,Mary Lynch; Caffrey,,1 in = 20 ft,42.143302,-71.148992,Washington St.; Dunbar; Kingsley Place. Neponset Street.,"2 preliminary lot plans shown, one on Neponset, other on Washington Street, between Kinsley Place and Dunbar St. Lynch plan shows outline of building.","Washington drawing done for deed transfer from Albert Robinson to Mary Lynch. Neponset Street plan done for Mrs. John P. Caffrey, scale 30 ft. See Survey #Canton-073-A",Norfolk Lynch: D1846-154 (Plan # D1846-154); Caffrey: D1847-405  (Plan #:1929-453),1,,1,26 x 18,Tracing paper,Frayed and torn edges.,"1 sheet, trace, 26 x 18",,,,,,,,,,,,,,,,,,,
7,Massachusetts - Canton - Folder 4,Severy_Canton-068-A,"Canton, MA",McManus & Kennelly Lots,Survey,,Not Dated,,,,Kennelly; McManus,,1 in = 30 ft,42.176276,-71.131598,Washington Street,"Small pencil sketch of lots on Washington Street, showing building outline.",,,1,,2,21 x 16,Manila paper,Torn. Section missing.,"1 sheet, 21 x 16",,,,,,,,,,,,,,,,,,,
