latitude,longitude,identifier,city_town,date,auction_date,survey_title,call_number,surveyor,auctioneer,property_owner,publisher,notes,link
42.351453,-71.061136,01_0155,"Boston, MA",1880-01-01,1880-04-14,Plan of Land belonging to the City of Boston,Map 81.3.1871.3 No. 120,Thos. W. Davis,L. Foster Morse,,,,
42.316894,-71.078068,01_0156,"Boston, MA",1891-01-01,1891-07-07,Plan of Land in Gray Estate,Map 81.3.1871.3 No. 121,William H. Whitney,L. Foster Morse,Gray Estate,,,
42.31643,-71.074669,01_0157,"Boston, MA",1891-01-01,1891-07-07,Plan of Land in Gray Estate,Map 81.3.1871.3 No. 121,William H. Whitney,L. Foster Morse,Gray Estate,,,
42.351453,-71.061136,01_0158,"Boston, MA",1880-01-01,1880-04-14,Plan of Land belonging to the City of Boston,Map 81.3.1871.3 No. 122,Thos. W. Davis,L. Foster Morse,,,,
42.334423,-71.075749,01_0159,"Boston, MA",1883-01-01,,Plan of the Roxbury Canal Lands belonging to the City of Boston,Map 81.3.1871.3 No. 123,Thos. W. Davis,L. Foster Morse,,,,
42.352323,-71.057996,01_0160,"Boston, MA",,,[No title],Map 81.3.1871.3 No. 124,,,,,,
42.350802,-71.058086,01_0161,"Boston, MA",,,[No title],Map 81.3.1871.3 No. 124,,,,,,
42.33594,-71.080089,01_0162,"Boston, MA",1889-01-01,1889-05-21,[No title],Map 81.3.1871.3 No. 125,Garbett & Wood,L. Foster Morse,,,,
42.311153,-71.091079,01_0163,"Boston, MA",1886-01-01,1886-09-30,Plan of 26 Lots of Land and Stone Stable,Map 81.3.1871.3 No. 126,Garbett & Wood,L. Foster Morse,,,,
42.31453,-71.093809,01_0164,"Boston, MA",1886-01-01,1886-09-30,Plan of 26 Lots of Land and Stone Stable,Map 81.3.1871.3 No. 126,Garbett & Wood,L. Foster Morse,,,,
42.311153,-71.091079,01_0165,"Boston, MA",1886-01-01,1886-09-30,Plan of 26 Lots of Land and Stone Stable,Map 81.3.1871.3 No. 127,Garbett & Wood,L. Foster Morse,,,,
42.31453,-71.093809,01_0166,"Boston, MA",1886-01-01,1886-09-30,Plan of 26 Lots of Land and Stone Stable,Map 81.3.1871.3 No. 127,Garbett & Wood,L. Foster Morse,,,,
42.356962,-71.058839,01_0167,"Boston, MA",1862-01-01,1862-04-24,"Plan of Estates on Washington Street, belonging to the heries of the late Saml. Hewes, Decd.",Map 81.3.1871.3 No. 128,Alexander Wadsworth,N.A. Thompson & Co.,Saml. Hewes,,,
42.343393,-71.053696,01_0168,"Boston, MA",1850-01-01,,[No title],Map 81.3.1871.3 No. 129,Alexander Wadsworth,,,,,
42.34011,-71.054758,01_0169,"Boston, MA",1850-01-01,,[No title],Map 81.3.1871.3 No. 129,Alexander Wadsworth,,,,,
42.356506,-71.055793,01_0170A,"Boston, MA",,,"Plan of Store No. 118 and 120 Congress Street, Boston occupied by Mess, Hazelton, Cowdin and Co. belonging to Samuel Sanford, Esq.",,Alexander Wadsworth,N.A. Thompson,,,,
42.355876,-71.056691,01_0170B,"Boston, MA",,,"Plan of Stores on Federal St.Boston belonging to Samuel Samford , Esq. ",,Alexander Wadsworth,N.A. Thompson,,,,
42.355307,-71.056032,01_0170C,"Boston, MA",,,"Plan of Land Corner of Congress and Channing Streets, Boston belonging to Samuel Sanford, Esq.",,Alexander Wadsworth,N.A. Thompson,,,,
42.364622,-71.050802,01_0171,"Boston, MA",,,"No title - shows plan of land at Clark and Commercial Streets, Boston",,Alexander Wadsworth,,,,,
42.349951,-71.067571,01_0172,"Boston, MA",,,"No title - shows plan of land at Piedmont and Pleasant (now Broadway) Streets, Boston",,Alexander Wadsworth,,,,,
42.354146,-71.059361,01_0173,"Boston, MA",,,Plan of the Coffin Estate corner of Summer and Chauncy Streets,,Alexander Wadsworth,N.A. Thompson,,,,
42.357011,-71.065815,01_0174,"Boston, MA",,,"Plan of the Mansion House Estate of the Late Samuel Appleton, Esq. Deceased",,Alexander Wadsworth,N.A. Thompson,,,dup of 01_0150,
42.355531,-71.056567,01_0175,"Boston, MA",,,"No Title - shows plan of land at Franklin and Federal Streets, Boston",,,,,,,
42.353543,-71.060284,01_0176,"Boston, MA",,,"Plan of lands on and near Bedford, Kingston and Chauncy Streets",,,N.A. Thompson,,,,
42.378685,-71.053607,01_0177,"Boston, MA",,,Plan of House Lots in Charlestown belonging to Mrs. Mary B. Shaw,,,,,,,
42.355538,-71.056581,01_0178,"Boston, MA",,,Lot No. 1 Boston Theatre adn Lot No. 2 to be sold at auction on the premises,,Alexander Wadsworth,,,,dup of 01_0175,
42.357011,-71.065815,01_0179,"Boston, MA",,,"Plan of the Mansion House Estate of the Late Samuel Appleton, Esq. Deceased",,Alexander Wadsworth,N.A. Thompson,,,dup of 01_0150,
42.35921,-71.059366,01_0180,"Boston, MA",,,Plan of the Atheneum Land on Tremont Street,,Alexander Wadsworth,"Whitwell, Seaver & Co.",,,dup 01_0123,
42.341689,-71.076032,01_0181,"Boston, MA",,,Plan of Estate corner of Tremont and Pembroke Sts.,,,Samuel Hatch & Co.,,,,
42.334353,-71.075743,01_0182,"Boston, MA",,,Plan of Estates on Northhampton St. District,,Thomas W. Davis,Samuel Hatch & Co.,,,,
42.348899,-71.097096,01_0183,"Boston, MA",,,Plan of Commonwealth Avenue,,,John J. McCormack,,,,
42.355227,-71.053877,01_0184,"Boston, MA",,,"Peremtory Sale at Public Auction onTuesday, April 22 1851",,Alexander Wadsworth,Ferdinand E. White,,,,
42.35942,-71.0607,02_0002,"Boston, MA",1835-01-01,1835-10-06,"Plan of Building lots on Phillip's Place, Tremont, and Summer Streets",,"S.P. Fuller, Alexander Wadsworth","Whitwell, Bond, & Co.",,Pendleton's Lithography,Attached catalog of building lots; map and catalog annotated with names of lot purchasers,
42.33292,-71.03391,02_0003,"Boston, MA",1840-01-01,1840-10-18,"Plan of Land at South Boston, Belonging to the Warren Association",,Alexander Wadsworth,,Warren Association,Thayer & Co.,,
42.36357,-71.06036,02_0006,"Boston, MA",1846-04-13,1846-04-29,"Plan of Lands, Belonging to the City of Boston",,Alexander Wadsworth,N.A. Thompson & Co.,City of Boston,,,
42.36335,-71.0601,02_0007,"Boston, MA",,1846-04-29,Plan of Lands belonging to the City of Boston,,Alexander Wadsworth,N.A. Thompson & Co.,City of Boston,,same as #6; accomp. by conditions of sale and catalogue of sale; annotated,
42.27899,-71.15064,02_0009,"Boston, MA",1848-09-22,1849-09-15,"Plan of Bellevue, West Roxbury",,Brown & Hastings,"Loring, Porter & Co.",H.H. Williams,Tappan & Bradford,,
42.36158,-71.0519,02_0034,"Boston, MA",1855-03-20,1855-04-03,Plan of Mercantile Wharf Property in Boston Mass.,,E.S. Chesbrough and Whitwell & Henck,N.A. Thompson & Co.,,J.H. Bufford & Co.,,
42.34475,-71.06468,02_0035,"Boston, MA",1855-01-01,1855-04-19,Plan of Nine Lots of Land on Davis Street,,,N.A. Thompson & Co.,,J.H. Bufford & Co.,,
42.34134,-71.07088,02_0037,"Boston, MA",1855-01-01,1855-05-04,Plan of Land on the Corner of Washington and East Canton Streets,,,N.A. Thompson & Co.,,,,
42.34147,-71.0679,02_0038,"Boston, MA",1855-01-01,1855-05-15,Plan of Building Lots on Washington & Waltham Streets and Harrison Avenue,,,N.A. Thompson & Co.,Boston Lying-In Hospital,J.H. Bufford & Co.,,
42.34165,-71.0676,02_0039,"Boston, MA",,1855-05-17,Plan of an Estate lying between Washington St. & Harrison Ave. in Boston,,Ezra Lincoln,N.A. Thompson & Co.,Leopold Herman,J.H. Bufford & Co.,"overlaps with Plan of Building Lots on Washington & Waltham Streets and Harrison Avenue, belonging to the Boston Lying-In Hospital Corporation, N.A. Thompson [auctioneer], L.H. Bradford & Co., May 15, 1855.",
42.35716,-71.05907,02_0040,"Boston, MA",1855-11-06,1855-11-13,Plan of Estate in Harvard Place,,Alexander Wadsworth,N.A. Thompson & Co.,Earl W. Johnson,Kramer & Co.,,
42.3427,-71.07161,02_0041,"Boston, MA",,1856-03-27,"Plan of Lands on Chelsea and Tremont Streets, near Union Park",,,N.A. Thompson & Co.,,Kramer & Co.,,
42.34589,-71.0641,02_0042,"Boston, MA",1856-01-01,1856-04-14,Plan of Nine Lots of Land on Davis Street,,,N.A. Thompson & Co.,,Kramer & Co.,,
42.36647,-71.06234,02_0070,"Boston, MA",1858-01-01,1858-04-21,A Plan of the 20 Lots of the Old Jail Land,,,,City of Boston,,,
42.3573,-71.05574,02_0071,"Boston, MA",1858-04-07,1858-04-22,Plan of Estate on the Corner of Milk and Kilby Streets,,S.P. Fuller; J.F. Fuller,N.A. Thompson & Co.,,Meisel Brothers Lith.,"Copied from S.P. Fuller's plan of February 10, 1825 by J.F. Fuller, April 7, 1858",
42.33485,-71.04882,02_0072,"Boston, MA",1836-04-09,1858-06-10,Plan of Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason,,Alexander Wadsworth,N.A. Thompson & Co.,One of the heirs of the late Jonathan Mason,Meisel Brothers Lith.,Three maps on page,
42.33664,-71.042,02_0072,"Boston, MA",1836-04-09,1858-06-10,Plan of Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason,,Alexander Wadsworth,N.A. Thompson & Co.,One of the heirs of the late Jonathan Mason,Meisel Brothers Lith.,Three maps on page,
42.33921,-71.05159,02_0072,"Boston, MA",1836-04-09,1858-06-10,Plan of Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason,,Alexander Wadsworth,N.A. Thompson & Co.,One of the heirs of the late Jonathan Mason,Meisel Brothers Lith.,Three maps on page,
42.33482,-71.04881,02_0073,"Boston, MA",1836-04-09,1858-06-10,Plan of the Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason,,Alexander Wadsworth,N.A. Thompson & Co.,Heirs of the Late Jonathan Mason,Meisel Brothers Lith.,Three maps on single page; see also #72  Plan of Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason [Inset 2],
42.33655,-71.04172,02_0073,"Boston, MA",1836-04-09,1858-06-10,Plan of the Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason,,Alexander Wadsworth,N.A. Thompson & Co.,Heirs of the Late Jonathan Mason,Meisel Brothers Lith.,Three maps on single page; see also #72  Plan of Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason [Inset 1],
42.33931,-71.05161,02_0073,"Boston, MA",1836-04-09,1858-06-10,Plan of the Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason,,Alexander Wadsworth,N.A. Thompson & Co.,Heirs of the Late Jonathan Mason,Meisel Brothers Lith.,Three maps on single page; see also #72  Plan of Lands of South Boston Belonging to One of the Heirs of the Late Jonathan Mason [Inset 3],
42.36197,-71.06323,02_0074,"Boston, MA",1858-01-01,1858-06-17,Plan of the Parkman Estate on Bowdoin Square,,Alexander Wadsworth,N.A. Thompson & Co.,,,,
42.35463,-71.06105,02_0075,"Boston, MA",1856-04-16,1859-01-04,Plan of the Melodeon Estate on Washington St,,Alexander Wadsworth,N.A. Thompson & Co.,Proprietors of the Boston Theatre,Meisel Brothers Lith.,,
42.35232,-71.05798,02_0076,"Boston, MA",1859-05-04,1859-05-09,Plan of the Batterman Estate on the Corner of Lincoln and Essex Sts.,,Alexander Wadsworth,N.A. Thompson & Co.,Emery B. Fay,Meisel Brothers Lith.,,
42.36089,-71.05323,02_0078,"Boston, MA",1859-01-01,1859-05-09,Plan of the Bordman Estate in Purchase St.,,Ezra Lincoln and F.P. Fuller,N.A. Thompson & Co.,Emery B. Fay,Meisel Brothers Lith.,"""Drawn from plan made by Ezra Lincoln and F.P. Fuller""",
42.36635,-71.0372,02_0080,"Boston, MA",1859-01-01,1859-05-11,"Plan of Building Lots on Webster, Centre and Marginal Sts., East Boston",,,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.42165,-71.68682,02_0082,"Boston, MA",1856-03-06,1859-05-12,"Map of Part of the Town of Clinton, Showing the Property of the Lancaster Quilt Company",,"J. Thissell, Jr.",N.A. Thompson & Co.,Lancaster Quilt Company,Meisel Brothers Lith.,,
42.33006,-71.03513,02_0083,"Boston, MA",1859-05-10,1859-05-23,"Plan of Estate of Lemuel Capen, at South Boston",,Alexander Wadsworth,,Lemuel Capen,Meisel Brothers Lith.,,
42.36327,-71.05342,02_0084,"Boston, MA",1859-05-03,1859-05-19,"Plan of the Estates of the Late George Harris, deceased, situated on North Street and Langdon Place, in Boston",G1234.B6G46 P53 1871 no.84,Alexander Wadsworth,N.A. Thompson & Co.,George Harris,Meisel Brothers Lith.,,
42.36413,-71.06217,02_0085,"Boston, MA",1859-05-03,1859-05-26,Plan of the Trull Distillery Estate and Adjacent Property,G1234.B6G46 P53 1871 no.85,Alexander Wadsworth,N.A. Thompson & Co.,Trull Distillery,Meisel Brothers Lith.,,
42.35438,-71.05796,02_0087,"Boston, MA",1859-09-17,1859-09-27,Plan of an Estate on Devonshire Street,,Alexander Wadsworth,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.36368,-71.05297,02_0088,"Boston, MA",1859-10-07,,"North Street from near Cross to Commercial, Showing Proposed Widening to 50 Feet",,James Slade,,,T.R. Holland Lith.,,
42.35091,-71.06062,02_0091,"Boston, MA",1850-12-24,1860-06-01,Harrison Avenue & Kneeland Place belonging to the Estate of the late Winsor Fay Esq. deceased,,Alexander Wadsworth,N.A. Thompson & Co.,Winsor Fay,Meisel Brothers Lith.,"""Plan copied and lot lines added Aug. 25th 1858. G.J.F. Bryant, Archt.""",
42.36281,-71.05367,02_0094,"Boston, MA",1860-01-01,1860-07-05,"No. 4 Plan of the Robinson Estate in North Street, belonging to the City of Boston",,James Slade,N.A. Thompson & Co.,City of Boston,J.H. Bufford & Co.,,
42.36413,-71.05315,02_0097,"Boston, MA",1860-01-01,1860-09-19,"Plan of an Estate on North Square, belonging to the Rev. George F. Haskins",,,N.A. Thompson & Co.,George F. Haskins,,,
42.34613,-71.0654,02_0098,"Boston, MA",1860-10-02,,No. 2 Plan of Washington Street Showing proposed lines of widening from Asylum to Warren,,James Slade,,,Meisel Brothers Lith.,,
42.35999,-71.06218,02_0099,"Boston, MA",1859-06-28,1860-10-23,"Plan of the Mansion House Estate of the Late Samuel Hammond Esq., Deceased. On the Corner of Somerset and Allston Sts.",,J.F. Fuller,N.A. Thompson & Co.,Samuel Hammond,Meisel Brothers Lith.,,
42.35604,-71.057,02_0101,"Boston, MA",1860-10-22,1860-11-08,"Plan of Land Occupied by Stores Nos. 7 & 9, 11 & 13 Federal & Nos. 59 & 61 Milk Streets",,Alexander Wadsworth,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.33713,-71.07049,02_0103,"Boston, MA",1860-01-01,1860-11-22,A Plan of 32 Lots of City land on Sharon and Albany Streets,,,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.34058,-71.07085,02_0104,"Boston, MA",1860-11-27,1861-10-25,Plan of Lands on Dedham & South Williams Streets belonging to M.M. Ballou,,Alexander Wadsworth,N.A. Thompson & Co.,M.M. Ballou,,"Copy of plan made by Alexander Wadsworth November 27, 1860",
42.35742,-71.0591,02_0105,"Boston, MA",1862-04-07,1862-04-24,"Plan of Estates on Washington Street, belonging to the Heirs of the late Samuel Hewes, Dec'd.",,Alexander Wadsworth,N.A. Thompson & Co.,Heirs of the late Samuel Hewes,T.R. Holland Lith.,,
42.36229,-71.0609,02_0107,"Boston, MA",1862-01-01,1862-04-30,Plan of the Barnard Distillery Estate on Adams Chardon & Hawkins Streets,,,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.33864,-71.07648,02_0109,"Boston, MA",1863-03-12,1863-03-25,"Plan of Lots of Lands on Shawmut Avenue, Worccester & Newland Streets",,,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.34254,-71.07044,02_0110,"Boston, MA",1863-03-12,1863-03-31,"Plan of Four Lots of City Lands on Shamut Avenue, Corner of Waltham St.",,,"Samuel Hatch, J.L. Henshaw",,Meisel Brothers Lith.,,
42.3735,-71.10847,02_0113,"Boston, MA",1863-04-01,1863-04-01,Plan of Land in Cambridge belonging to Z.L. Raymond and Others,,W.A. Mason,,Z.L. Raymond and others,,,
42.33347,-71.04867,02_0114,"Boston, MA",1867-01-01,1867-10-08,"Plan of Lands in South Boston belonging to the Heirs of the late John W. Treadwell, Deceased",,,N.A. Thompson & Co.,"the Heirs of the late John W. Treadwell, Deceased",Meisel Brothers Lith.,"four maps on page; see also Insets 1, 3, and 4",
42.33412,-71.02833,02_0114,"Boston, MA",1867-01-01,1867-10-08,"Plan of Lands in South Boston belonging to the Heirs of the late John W. Treadwell, Deceased",,,N.A. Thompson & Co.,"the Heirs of the late John W. Treadwell, Deceased",Meisel Brothers Lith.,"four maps on page; see also Insets 1, 2, and 3",
42.33593,-71.04288,02_0114,"Boston, MA",1867-01-01,1867-10-08,"Plan of Lands in South Boston belonging to the Heirs of the late John W. Treadwell, Deceased",,,N.A. Thompson & Co.,"the Heirs of the late John W. Treadwell, Deceased",Meisel Brothers Lith.,four maps on page; see also Insets 2-4,
42.33725,-71.03747,02_0114,"Boston, MA",1867-01-01,1867-10-08,"Plan of Lands in South Boston belonging to the Heirs of the late John W. Treadwell, Deceased",,,N.A. Thompson & Co.,"the Heirs of the late John W. Treadwell, Deceased",Meisel Brothers Lith.,"four maps on page; see also Insets 1, 2, and 4",
42.29353,-71.06191,02_0115,"Boston, MA",1863-01-01,1863-06-03,Plan of Three Very Eligible House Lots in Dorchester,,"L. Briggs, Jr.",Samuel Hatch & Co.,formerly owned and occupied by Col. Enoch Train,Meisel Brothers Lith.,,
42.3352,-71.03099,02_0116,"Boston, MA",1863-01-01,1863-06-10,Plan of Lots of Land at City Point - South Boston,,,N.A. Thompson & Co.,,,,
42.70587,-71.16072,02_0117,"Boston, MA",1863-01-01,1863-12-17,"Plan of the Central Mill Site in the City of Lawrence, Mass.",,,Samuel Hatch & Co.,,,Samuel Hatch & Co. handwritten in pencil,
42.35065,-71.06264,02_0119,"Boston, MA",1863-04-12,1864-05-03,"Plan of the Foxcroft Estate, Corner of Washington and Kneeland Streets",,Alexander Wadsworth,N.A. Thompson & Co.,Foxcroft,,,
42.35202,-71.06512,02_0120,"Boston, MA",1864-03-30,1864-05-18,"Plan of Estate on the East Side of Tremont Street, between Boylston and Eliot Streets",,Alexander Wadsworth,N.A. Thompson & Co.,,,,
42.3624,-71.05277,02_0123,"Boston, MA",1864-06-11,1864-07-13,"Plan of Stone Estate. Consisting of Twelve Stores on Commercial, Fulton & Richmond Sts. Boston",,Alexander Wadsworth,N.A. Thompson & Co.,Stone,J.H. Bufford & Co.,,
42.34281,-71.07702,02_0124,"Boston, MA",1864-01-01,1864-11-26,[No title],,,Samuel Hatch & Co.,,Meisel Brothers Lith.,,
42.35773,-71.06591,02_0127,"Boston, MA",1864-11-25,1865-03-23,"Plan of No. 8, Walnut Street.",,Alexander Wadsworth,N.A. Thompson & Co.,,Meisel Brothers Lith.,,
42.29898,-71.07373,02_0128,"Boston, MA",1865-03-21,1865-04-04,Plan of the Windsor Fay Estate on the Corner of Washington and Harvard Streets,,Alexander Wadsworth,N.A. Thompson & Co.,Windsr Fay,,,
42.3587,-71.07152,02_0129,"Boston, MA",1858-02-22,1865-05-19,Plan of the Greenleaf & Adams Estate on the corner of Charles & Pinkney Streets,,Alexander Wadsworth,N.A. Thompson & Co.,Greenleaf and Adams,Meisel Brothers Lith.,,
42.3595,-71.05902,02_0130,"Boston, MA",1865-05-03,1865-05-24,Store Property. Plan of Estate on Court St.,,Alexander Wadsworth,N.A. Thompson & Co.,,T.R. Holland Lith.,,
42.3392,-71.07435,02_0131,"Boston, MA",1865-05-27,1865-09-26,"Plan of House Lots on Franklin Square, belonging to Geo. H. Davis",,Alexander Wadsworth,N.A. Thompson & Co.,George H. Davis,Meisel Brothers Lith.,,
42.35445,-71.05858,02_0134,"Boston, MA",1849-04-25,1865-10-18,Plan of the Mansion House Estate of the late Hon. Edward Everett on Summer St,,Ezra Lincoln Jr.,N.A. Thompson & Co.,Edward Everett,Meisel Brothers Lith.,,
42.35418,-71.05792,02_0136,"Boston, MA",1866-03-10,1866-04-26,"Plan of Estates on Summer Street belonging to Heirs of Alexander Young, Heirs of Wm. Davis, Jacob H. Loud and Others, Trustees",G1234.B6G46 P53 1871 no.136,Alexander Wadsworth,N.A. Thompson & Co.,"Heirs of Alexander Young, Heirs of Wm. Davis, Jacob H. Loud and Others, Trustees",,,
42.3585,-71.05832,02_0137,"Boston, MA",1865-10-13,1866-03-15,"Plan of the Brooks Estate, Corner of Court and Washington Street",,Alexander Wadsworth,N.A. Thompson & Co.,Brooks,Meisel Brothers Lith.,,
42.34982,-71.06484,02_0138,"Boston, MA",1864-06-16,1866-03-16,"Plan of No. 271 273 & 275 Tremont Street, Belonging to Mrs. Mary Flagg",,J.F. Fuller,N.A. Thompson & Co.,Mary Flagg,Meisel Brothers Lith.,,
42.34443,-71.14353,02_0139,"Boston, MA",1866-01-01,1866-03-28,"Plan of the Burroughs Estate, No. 91 Washington Street",,,N.A. Thompson & Co.,Burroughs,Meisel Brothers Lith.,,
42.36356,-71.05951,02_0140,"Boston, MA",1866-03-17,1866-03-29,Plan of the Merrimake Stables Estate,,Alexander Wadsworth,N.A. Thompson & Co.,Merrimack Stables,Meisel Brothers Lith.,,
42.35146,-71.06409,02_0141,"Boston, MA",1866-03-21,1866-04-10,"Plan of Estate on Tremont, Corner of La Grange Street",,Alexander Wadsworth,J.K. Porter & Co.,,Meisel Brothers Lith.,,
42.35574,-71.05851,02_0142,"Boston, MA",1863-12-05,1866-04-25,Plan of the Chadbourn Estate on Hawley Street,,Alexander Wadsworth,N.A. Thompson & Co.,Chadbourn,Meisel Brothers Lith.,,
42.36226,-71.05258,02_0144,"Boston, MA",1863-05-16,1866-05-30,"Plan of Double Granite Store, located on Commercial, Richmond, and Mercantile Streets, Boston.",,Alexander Wadsworth,N.A. Thompson & Co.,,,,
42.35184,-71.0633,02_0147,"Boston, MA",1866-01-01,1866-11-12,Plan of the Corey Estate on Boylston Square,,,N.A. Thompson & Co.,Corey,Meisel Brothers Lith.,,
42.35527,-71.05667,02_0148,"Boston, MA",1866-10-25,1866-11-13,"To be sold by Public Auction, on the premises, on Tuesday November 13th, 1866 at 12 o'clock, M.",,Alexander Wadsworth,Samuel Hatch & Co.,,Meisel Brothers Lith.,,
42.35387,-71.05751,02_0149,"Boston, MA",1865-11-25,1866-11-15,"Plan of the Sturgis Mansion House Estate, on Summer Street.",G1234.B6G46 P53 1871 no.149,Alexander Wadsworth,N.A. Thompson & Co.,Sturgis,Meisel Brothers Lith.,,
42.33637,-71.07992,02_0150,"Boston, MA",1866-01-01,1866-11-17,"To be sold at Auction on Saturday November 17th, 1866, at 3 1/2 o'clock P.M. on the premises.",G1234.B6G46 P53 1871 no.150,,J.K. Porter & Co.,,Meisel Brothers Lith.,,
42.34369,-71.07504,02_0151,"Boston, MA",1866-01-01,1867-04-23,"Administrators and Guardian - Sale - Plan of Estates to be sold at Public Auction on Tuesday, April 23rd, 1867 at 3 1/2 P.M.",G1234.B6G46 P53 1871 no.151,,N.A. Thompson & Co.,,,"Map marked with handwritten notes. Original date (April 24, 1866) and auctioneer (S.A. Walker) crossed out and replaced with handwritten information.",
42.35864,-71.05615,02_0153,"Boston, MA",1865-01-17,1867-05-15,"Plan of the Estate of the Late Andrew J. Allen, Deceased, Nos. 68, 70, and 72 State Street, Boston.",G1234.B6G46 P53 1871 no.153,Alexander Wadsworth,N.A. Thompson & Co.,Late Andrew J. Allen,Meisel Brothers Lith.,,
42.34048,-71.07508,02_0154,"Boston, MA",1867-07-10,1867-08-06,Plan of Building Lots in Boston belonging to George A. Simmons.,G1234.B6G46 P53 1871 no.154,H.H. Moses,N.A. Thompson & Co.,George A. Simmons,Meisel Brothers Lith.,,
42.35405,-71.05583,02_0155,"Boston, MA",1867-10-01,1867-10-01,Plan of Drake's Wharf,G1234.B6G46 P53 1871 no.155,J.F. Fuller,,,,pin is approximate,
42.37804,-71.03442,02_0156,"Boston, MA",1867-01-01,1867-10-24,Plan of Building Lots Belonging to the East Boston Company,G1234.B6G46 P53 1871 no.156,John Noble,N.A. Thompson & Co.,East Boston Company,Meisel Brothers Lith.,,
42.35359,-71.05847,02_0159,"Boston, MA",1868-03-25,1868-04-09,[No title],,Alexander Wadsworth,Samuel Hatch & Co.,,,,
42.3618,-71.05326,02_0161,"Boston, MA",1868-01-01,1868-04-16,Plan of Estates on Commercial and North Streets,,,N.A. Thompson & Co.,,,"See #161, Inset 2",
42.36218,-71.05418,02_0161,"Boston, MA",1868-01-01,1868-04-16,Plan of Estates on Commercial and North Streets,,,N.A. Thompson & Co.,,,"See #161, Inset 1",
42.34169,-71.07181,02_0163,"Boston, MA",1868-03-14," April 28, 1868
",[No title],,J.F. Fuller,N.A. Thompson & Co.,,,,
42.36266,-71.05246,02_0165,"Boston, MA",1868-04-24," May 6, 1868
",Plan of Stores on Commercial and Fulton Streets,,Alexander Wadsworth,N.A. Thompson & Co.,,,,
42.319549,-71.111559,03_0001L,"Boston, MA",,,Land at Jamaica Plain belonging to W. B. Blakemore,G1234.B6 C65 1915,,,,,,
42.319549,-71.111559,03_0001R,"Boston, MA",,,Land at Jamaica Plain belonging to W. B. Blakemore,G1234.B6 C65 1915,,,,,dup of 03_0001L with notes on lots sold,
"42.278133,",-71.123632,03_0002L,"Boston, MA",,,Plan of the Rowe Lot in West Roxbury belonging to George Brown,G1234.B6 C65 1915,Charles Whitney,,,,,
42.283951,-71.120766,03_0002R,"Boston, MA",,,Plan of Land in West Roxbury owned by Mrs. Sarah E. Bradlee,G1234.B6 C65 1915,William A. Garbett,,,,,
42.288192,-71.131352,03_0003L,"Boston, MA",,,"Plan of Land on Skinner Hill, Roslindale Ward 23, Boston",G1234.B6 C65 1915,,,,,,
42.26476,-71.017638,03_0003R,"Boston, MA",,,"Plan of Land owned by the Quincy Land Company, Wollaston Heights",G1234.B6 C65 1915,Whitman and Breck,,,,,
42.249272,-71.131062,03_0004L,"Boston, MA",,,Plan of Land in Hyde Park belonging to Gordon H. Nott,G1234.B6 C65 1915,,,,,,
42.266992,-71.034166,03_0004R,"Boston, MA",,,"Plan of Property owned by the Bellevue Park Land Associates, Quincy",G1234.B6 C65 1915,William A. Garbett,,,,,
,,03_0005L,"Boston, MA",,,Plan of House Lots at Cliftondale - cannot identify location - No city/town name present,G1234.B6 C65 1915,,,,,,
,,03_0005R,"Boston, MA",,,Cannot identify location - No city/town name present,G1234.B6 C65 1915,,,,,,
42.247317,-71.112687,03_0006L,"Boston, MA",,,Hyde Park and Fairmount in Dorchester and Milton,G1234.B6 C65 1915,,,,,,
42.273489,-71.129437,03_0006R,"Boston, MA",,,"Land of Charles J. Page, Roslindale, Mass - Two copies same location",G1234.B6 C65 1915,E.W. Hencke,,,,,
42.332948,-71.08319,03_0007L,"Boston, MA",,,"Plan of Building Lots at Roslindale, West Roxbury",G1234.B6 C65 1915,T. B. Moses,,,,,
42.287071,-71.110555,03_0007R,"Boston, MA",,,"Boston Oct 17, 1874",G1234.B6 C65 1915,T. B. Moses,,,,,
42.28117,-71.162102,03_0008L,"Boston, MA",,,"Plan of the Hay Estate, West Roxbury Station Owned Temple & Perham",G1234.B6 C65 1915,William A. Garbett,Whipple & Phipps,,,,
,,03_0008R,"Boston, MA",,,"Boston Aug 12, 1872 - cannot identify location - No city/town name present",G1234.B6 C65 1915,William A. Garbett,,,,,
"42.291698, ",-71.122392,03_0009L,"Boston, MA",,,President and Fellows of Harvard College,G1234.B6 C65 1915,J. Edwin Jones,,,,,
42.392745,-71.034171,03_0009R,"Boston, MA",,,Plan of the Land of the Winnisimmet Co. and Others in Chelsea and Malden,G1234.B6 C65 1915,,,,,,
